Legislation Number,URL,Congress,Amends Bill,Title,Sponsor,Date of Introduction,Date Offered,Date Submitted,Date Proposed,Number of Cosponsors,Committees,Latest Action Date,Latest Action
H.R. 6073,https://www.congress.gov/bill/114th-congress/house-bill/6073,114th Congress (2015-2016),,Election Infrastructure and Security Promotion Act of 2016,"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]",9/20/16,,,,34,"House - House Administration, Science, Space, and Technology, Homeland Security",9/30/16,"Referred to the Subcommittee on Cybersecurity, Infrastructure Protection, and Security Technologies."
H.R. 6072,https://www.congress.gov/bill/114th-congress/house-bill/6072,114th Congress (2015-2016),,Election Integrity Act of 2016,"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]",9/20/16,,,,33,"House - House Administration, Science, Space, and Technology, Judiciary",9/30/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 6071,https://www.congress.gov/bill/114th-congress/house-bill/6071,114th Congress (2015-2016),,"Making continuing appropriations for fiscal year 2017, and for other purposes.","Rep. Flores, Bill [R-TX-17]",9/20/16,,,,0,"House - Appropriations, Budget",9/20/16,"Referred to the Committee on Appropriations, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6070,https://www.congress.gov/bill/114th-congress/house-bill/6070,114th Congress (2015-2016),,Safe Recovery and Community Empowerment Act,"Rep. Issa, Darrell E. [R-CA-49]",9/20/16,,,,4,House - Judiciary,9/30/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 6069,https://www.congress.gov/bill/114th-congress/house-bill/6069,114th Congress (2015-2016),,Pakistan State Sponsor of Terrorism Designation Act,"Rep. Poe, Ted [R-TX-2]",9/20/16,,,,1,House - Foreign Affairs,9/20/16,Referred to the House Committee on Foreign Affairs.
H.R. 6068,https://www.congress.gov/bill/114th-congress/house-bill/6068,114th Congress (2015-2016),,To prohibit funding for the Preparatory Commission for the Comprehensive Nuclear-Test-Ban Treaty Organization in the event the United Nations Security Council adopts a resolution prohibiting activities counter to the object and purpose of the Treaty.,"Rep. Wilson, Joe [R-SC-2]",9/20/16,,,,1,House - Foreign Affairs,9/20/16,Referred to the House Committee on Foreign Affairs.
H.R. 6067,https://www.congress.gov/bill/114th-congress/house-bill/6067,114th Congress (2015-2016),,Relief from Obamacare Exchange Failures Act,"Rep. Black, Diane [R-TN-6]",9/19/16,,,,3,House - Ways and Means,9/19/16,Referred to the House Committee on Ways and Means.
H.R. 6066,https://www.congress.gov/bill/114th-congress/house-bill/6066,114th Congress (2015-2016),,Cybersecurity Responsibility and Accountability Act of 2016,"Rep. Abraham, Ralph Lee [R-LA-5]",9/19/16,,,,3,"House - Oversight and Government Reform, Science, Space, and Technology",9/21/16,Ordered to be Reported by Voice Vote.
H.R. 6065,https://www.congress.gov/bill/114th-congress/house-bill/6065,114th Congress (2015-2016),,Synthetic Drug Overdose Prevention and Education Act,"Rep. Velazquez, Nydia M. [D-NY-7]",9/15/16,,,,4,House - Energy and Commerce,9/15/16,Referred to the House Committee on Energy and Commerce.
H.R. 6064,https://www.congress.gov/bill/114th-congress/house-bill/6064,114th Congress (2015-2016),,Partnerships for the Future Act of 2016,"Rep. Veasey, Marc A. [D-TX-33]",9/15/16,,,,0,House - Education and the Workforce,9/15/16,Referred to the House Committee on Education and the Workforce.
H.R. 6063,https://www.congress.gov/bill/114th-congress/house-bill/6063,114th Congress (2015-2016),,911 Emergency Service Protection Act,"Rep. Torres, Norma J. [D-CA-35]",9/15/16,,,,0,House - Financial Services,9/15/16,Referred to the House Committee on Financial Services.
H.R. 6062,https://www.congress.gov/bill/114th-congress/house-bill/6062,114th Congress (2015-2016),,SERVICE Act,"Rep. Takano, Mark [D-CA-41]",9/15/16,,,,1,"House - Veterans' Affairs, Armed Services, Oversight and Government Reform, Energy and Commerce, Ways and Means, Education and the Workforce, Financial Services, Small Business, Budget, Judiciary",10/19/16,Referred to the Subcommittee on Military Personnel.
H.R. 6061,https://www.congress.gov/bill/114th-congress/house-bill/6061,114th Congress (2015-2016),,No Lead in School Water Act,"Rep. Speier, Jackie [D-CA-14]",9/15/16,,,,29,House - Energy and Commerce,9/15/16,Referred to the House Committee on Energy and Commerce.
H.R. 6060,https://www.congress.gov/bill/114th-congress/house-bill/6060,114th Congress (2015-2016),,"To provide for the equitable settlement of certain Indian land disputes regarding land in Illinois, and for other purposes.","Rep. Mullin, Markwayne [R-OK-2]",9/15/16,,,,2,House - Natural Resources,9/20/16,"Referred to the Subcommittee on Indian, Insular and Alaska Native Affairs."
H.R. 6059,https://www.congress.gov/bill/114th-congress/house-bill/6059,114th Congress (2015-2016),,Transparency in Energy Production Act of 2016,"Rep. Lowenthal, Alan S. [D-CA-47]",9/15/16,,,,8,House - Natural Resources,9/21/16,Referred to the Subcommittee on Energy and Mineral Resources.
H.R. 6058,https://www.congress.gov/bill/114th-congress/house-bill/6058,114th Congress (2015-2016),,Offshore WIND Act,"Rep. Langevin, James R. [D-RI-2]",9/15/16,,,,18,House - Ways and Means,9/15/16,Referred to the House Committee on Ways and Means.
H.R. 6057,https://www.congress.gov/bill/114th-congress/house-bill/6057,114th Congress (2015-2016),,Ethics in Foreign Lobbying Act of 2016,"Rep. Kaptur, Marcy [D-OH-9]",9/15/16,,,,0,"House - House Administration, Judiciary",9/27/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6056,https://www.congress.gov/bill/114th-congress/house-bill/6056,114th Congress (2015-2016),,NAFTA Accountability Act,"Rep. Kaptur, Marcy [D-OH-9]",9/15/16,,,,0,House - Ways and Means,9/20/16,Referred to the Subcommittee on Trade.
H.R. 6055,https://www.congress.gov/bill/114th-congress/house-bill/6055,114th Congress (2015-2016),,Fairness in Political Advertising Act of 2016,"Rep. Kaptur, Marcy [D-OH-9]",9/15/16,,,,0,House - Energy and Commerce,9/15/16,Referred to the House Committee on Energy and Commerce.
H.R. 6054,https://www.congress.gov/bill/114th-congress/house-bill/6054,114th Congress (2015-2016),,American Parks American Products Act,"Rep. Israel, Steve [D-NY-3]",9/15/16,,,,0,"House - Natural Resources, Oversight and Government Reform",9/20/16,Referred to the Subcommittee on Federal Lands.
H.R. 6053,https://www.congress.gov/bill/114th-congress/house-bill/6053,114th Congress (2015-2016),,Bring the Jobs Home Loan Act of 2016,"Rep. Israel, Steve [D-NY-3]",9/15/16,,,,0,House - Small Business,9/15/16,Referred to the House Committee on Small Business.
H.R. 6052,https://www.congress.gov/bill/114th-congress/house-bill/6052,114th Congress (2015-2016),,Preventing Gun Violence Act,"Rep. Israel, Steve [D-NY-3]",9/15/16,,,,0,House - Judiciary,9/27/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6051,https://www.congress.gov/bill/114th-congress/house-bill/6051,114th Congress (2015-2016),,Local Medicaid Enforcement Incentives Act of 2016,"Rep. Israel, Steve [D-NY-3]",9/15/16,,,,0,House - Energy and Commerce,9/15/16,Referred to the House Committee on Energy and Commerce.
H.R. 6050,https://www.congress.gov/bill/114th-congress/house-bill/6050,114th Congress (2015-2016),,National Debt and Taxation Transparency Act of 2016,"Rep. Huizenga, Bill [R-MI-2]",9/15/16,,,,0,House - Ways and Means,9/15/16,Referred to the House Committee on Ways and Means.
H.R. 6049,https://www.congress.gov/bill/114th-congress/house-bill/6049,114th Congress (2015-2016),,Protection from Insurance Exchange Monopolies Act,"Rep. Heck, Joseph J. [R-NV-3]",9/15/16,,,,12,House - Ways and Means,9/15/16,Referred to the House Committee on Ways and Means.
H.R. 6048,https://www.congress.gov/bill/114th-congress/house-bill/6048,114th Congress (2015-2016),,HBCU Investment Expansion Act,"Rep. Ellison, Keith [D-MN-5]",9/15/16,,,,6,"House - Ways and Means, Financial Services",9/15/16,"Referred to the Committee on Ways and Means, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6047,https://www.congress.gov/bill/114th-congress/house-bill/6047,114th Congress (2015-2016),,Taiwan Travel Act,"Rep. Chabot, Steve [R-OH-1]",9/15/16,,,,11,House - Foreign Affairs,9/15/16,Referred to the House Committee on Foreign Affairs.
H.R. 6046,https://www.congress.gov/bill/114th-congress/house-bill/6046,114th Congress (2015-2016),,Homeless Veterans Legal Services Act,"Rep. Beatty, Joyce [D-OH-3]",9/15/16,,,,2,House - Veterans' Affairs,9/26/16,Referred to the Subcommittee on Health.
H.R. 6045,https://www.congress.gov/bill/114th-congress/house-bill/6045,114th Congress (2015-2016),,STOP Act of 2016,"Rep. Tiberi, Patrick J. [R-OH-12]",9/15/16,,,,19,"House - Ways and Means, Oversight and Government Reform",9/20/16,Referred to the Subcommittee on Trade.
H.R. 6044,https://www.congress.gov/bill/114th-congress/house-bill/6044,114th Congress (2015-2016),,"To limit the amount authorized to be appropriated to carry out chapter 2 of title IV of the Immigration and Nationality Act, relating to refugee resettlement.","Rep. Graves, Sam [R-MO-6]",9/15/16,,,,0,House - Judiciary,9/27/16,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6043,https://www.congress.gov/bill/114th-congress/house-bill/6043,114th Congress (2015-2016),,Fair Accountability and Innovative Research Drug Pricing Act of 2016,"Rep. Schakowsky, Janice D. [D-IL-9]",9/15/16,,,,18,House - Energy and Commerce,9/15/16,Referred to the House Committee on Energy and Commerce.
H.R. 6042,https://www.congress.gov/bill/114th-congress/house-bill/6042,114th Congress (2015-2016),,"To nullify certain proposed regulations relating to restrictions on liquidation of an interest with respect to estate, gift, and generation-skipping transfer taxes.","Rep. Sensenbrenner, F. James, Jr. [R-WI-5]",9/15/16,,,,1,House - Ways and Means,9/15/16,Referred to the House Committee on Ways and Means.
H.R. 6041,https://www.congress.gov/bill/114th-congress/house-bill/6041,114th Congress (2015-2016),,HOT CARS Act of 2016,"Rep. Ryan, Tim [D-OH-13]",9/15/16,,,,4,House - Energy and Commerce,9/15/16,Referred to the House Committee on Energy and Commerce.
H.R. 6040,https://www.congress.gov/bill/114th-congress/house-bill/6040,114th Congress (2015-2016),,Zero Impacted Kids in America (ZIKA) Act,"Rep. Rokita, Todd [R-IN-4]",9/15/16,,,,0,"House - Appropriations, Budget",9/15/16,"Referred to the Committee on Appropriations, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6039,https://www.congress.gov/bill/114th-congress/house-bill/6039,114th Congress (2015-2016),,Graduate Opportunities in Medical Education Distribution Act of 2016,"Rep. Hardy, Cresent [R-NV-4]",9/15/16,,,,2,"House - Ways and Means, Energy and Commerce",9/20/16,Referred to the Subcommittee on Health.
H.R. 6038,https://www.congress.gov/bill/114th-congress/house-bill/6038,114th Congress (2015-2016),,National Veterans Memorial and Museum Act,"Rep. Stivers, Steve [R-OH-15]",9/15/16,,,,14,"House - Veterans' Affairs, Natural Resources",9/20/16,Referred to the Subcommittee on Federal Lands.
H.R. 6037,https://www.congress.gov/bill/114th-congress/house-bill/6037,114th Congress (2015-2016),,Sam Farr Peace Corps Enhancement Act,"Rep. Poe, Ted [R-TX-2]",9/15/16,,,,45,"House - Foreign Affairs, Oversight and Government Reform",9/15/16,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Oversight and Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6036,https://www.congress.gov/bill/114th-congress/house-bill/6036,114th Congress (2015-2016),,Extending Justice for Sex Crime Victims Act of 2016,"Rep. Poe, Ted [R-TX-2]",9/15/16,,,,9,House - Judiciary,9/27/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 6035,https://www.congress.gov/bill/114th-congress/house-bill/6035,114th Congress (2015-2016),,Community Integration Act of 2016,"Rep. Cartwright, Matt [D-PA-17]",9/15/16,,,,1,House - Energy and Commerce,9/15/16,Referred to the House Committee on Energy and Commerce.
H.R. 6034,https://www.congress.gov/bill/114th-congress/house-bill/6034,114th Congress (2015-2016),,Classified Information Protection Act of 2016,"Rep. Ratcliffe, John [R-TX-4]",9/14/16,,,,9,House - Judiciary,9/27/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6033,https://www.congress.gov/bill/114th-congress/house-bill/6033,114th Congress (2015-2016),,Adding Middle East Respiratory Syndrome to the FDA Priority Review Voucher Program Act,"Rep. Peters, Scott H. [D-CA-52]",9/14/16,,,,2,House - Energy and Commerce,9/14/16,Referred to the House Committee on Energy and Commerce.
H.R. 6032,https://www.congress.gov/bill/114th-congress/house-bill/6032,114th Congress (2015-2016),,Data Breach Insurance Act,"Rep. Perlmutter, Ed [D-CO-7]",9/14/16,,,,0,House - Ways and Means,9/14/16,Referred to the House Committee on Ways and Means.
H.R. 6031,https://www.congress.gov/bill/114th-congress/house-bill/6031,114th Congress (2015-2016),,Flood Prevention Act of 2016,"Rep. Norton, Eleanor Holmes [D-DC-At Large]",9/14/16,,,,0,House - Natural Resources,9/21/16,Referred to the Subcommittee on Energy and Mineral Resources.
H.R. 6030,https://www.congress.gov/bill/114th-congress/house-bill/6030,114th Congress (2015-2016),,Pay Equity for All Act of 2016,"Rep. Norton, Eleanor Holmes [D-DC-At Large]",9/14/16,,,,25,House - Education and the Workforce,9/14/16,Referred to the House Committee on Education and the Workforce.
H.R. 6029,https://www.congress.gov/bill/114th-congress/house-bill/6029,114th Congress (2015-2016),,Prescribed Burn Approval Act of 2016,"Rep. Noem, Kristi L. [R-SD-At Large]",9/14/16,,,,1,"House - Natural Resources, Agriculture",9/23/16,Referred to the Subcommittee on Conservation and Forestry.
H.R. 6028,https://www.congress.gov/bill/114th-congress/house-bill/6028,114th Congress (2015-2016),,RESPECT Act,"Rep. Noem, Kristi L. [R-SD-At Large]",9/14/16,,,,0,House - Natural Resources,9/21/16,"Referred to the Subcommittee on Indian, Insular and Alaska Native Affairs."
H.R. 6027,https://www.congress.gov/bill/114th-congress/house-bill/6027,114th Congress (2015-2016),,Puerto Rico Health Insurance Fairness Act of 2016,"Rep. Murphy, Patrick [D-FL-18]",9/14/16,,,,1,"House - Ways and Means, Energy and Commerce",9/20/16,Referred to the Subcommittee on Health.
H.R. 6026,https://www.congress.gov/bill/114th-congress/house-bill/6026,114th Congress (2015-2016),,To amend the Ethics in Government Act of 1978 to require each candidate for nomination or election to the office of President or Vice President to include in the financial disclosure reports the candidate is required to file under such Act a statement regarding whether or not the Secretary of the Treasury is in the process of auditing any of the candidate's individual Federal income tax returns.,"Rep. Huffman, Jared [D-CA-2]",9/14/16,,,,41,House - Oversight and Government Reform,9/14/16,Referred to the House Committee on Oversight and Government Reform.
H.R. 6025,https://www.congress.gov/bill/114th-congress/house-bill/6025,114th Congress (2015-2016),,American Innovation $1 Coin Act,"Rep. Himes, James A. [D-CT-4]",9/14/16,,,,18,House - Financial Services,9/14/16,Referred to the House Committee on Financial Services.
H.R. 6024,https://www.congress.gov/bill/114th-congress/house-bill/6024,114th Congress (2015-2016),,Federal Law Enforcement and Public Protection Act,"Rep. DeSaulnier, Mark [D-CA-11]",9/14/16,,,,0,"House - Judiciary, Armed Services",9/26/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6023,https://www.congress.gov/bill/114th-congress/house-bill/6023,114th Congress (2015-2016),,Territory Health Insurance Tax Relief Act of 2016,"Rep. Curbelo, Carlos [R-FL-26]",9/14/16,,,,4,"House - Ways and Means, Energy and Commerce",9/20/16,Referred to the Subcommittee on Health.
H.R. 6022,https://www.congress.gov/bill/114th-congress/house-bill/6022,114th Congress (2015-2016),,New WATER Act,"Rep. Denham, Jeff [R-CA-10]",9/14/16,,,,0,House - Natural Resources,9/20/16,"Referred to the Subcommittee on Water, Power and Oceans."
H.R. 6021,https://www.congress.gov/bill/114th-congress/house-bill/6021,114th Congress (2015-2016),,"Jobs, On-the-Job `Earn While You Learn' Training, and Apprenticeships for African-American Young Men Act","Rep. Scott, David [D-GA-13]",9/14/16,,,,10,House - Education and the Workforce,9/14/16,Referred to the House Committee on Education and the Workforce.
H.R. 6020,https://www.congress.gov/bill/114th-congress/house-bill/6020,114th Congress (2015-2016),,Funding for Student Scholarships for the 1890s Land-Grant African-American Colleges and Universities Act,"Rep. Scott, David [D-GA-13]",9/14/16,,,,13,House - Agriculture,9/23/16,"Referred to the Subcommittee on Biotechnology, Horticulture, and Research."
H.R. 6019,https://www.congress.gov/bill/114th-congress/house-bill/6019,114th Congress (2015-2016),,Relief from Obamacare Mandate Act of 2016,"Rep. Young, Todd C. [R-IN-9]",9/13/16,,,,0,House - Ways and Means,9/19/16,Referred to the Subcommittee on Health.
H.R. 6018,https://www.congress.gov/bill/114th-congress/house-bill/6018,114th Congress (2015-2016),,Ensuring Health Care Opportunities Act,"Rep. Young, Don [R-AK-At Large]",9/13/16,,,,0,House - Energy and Commerce,9/13/16,Referred to the House Committee on Energy and Commerce.
H.R. 6017,https://www.congress.gov/bill/114th-congress/house-bill/6017,114th Congress (2015-2016),,Race to the Job Initiative Act,"Rep. Richmond, Cedric L. [D-LA-2]",9/13/16,,,,11,"House - Financial Services, Transportation and Infrastructure, Ways and Means",9/14/16,Referred to the Subcommittee on Highways and Transit.
H.R. 6016,https://www.congress.gov/bill/114th-congress/house-bill/6016,114th Congress (2015-2016),,Citizens' Right to Know Act of 2016,"Rep. Poe, Ted [R-TX-2]",9/13/16,,,,2,House - Judiciary,9/26/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6015,https://www.congress.gov/bill/114th-congress/house-bill/6015,114th Congress (2015-2016),,Primary Care Enhancement Act of 2016,"Rep. Paulsen, Erik [R-MN-3]",9/13/16,,,,2,House - Ways and Means,9/19/16,Referred to the Subcommittee on Health.
H.R. 6014,https://www.congress.gov/bill/114th-congress/house-bill/6014,114th Congress (2015-2016),,To allow the Administrator of the Federal Aviation Administration to enter into reimbursable agreements for certain airport projects.,"Rep. Nolan, Richard M. [D-MN-8]",9/13/16,,,,0,"House - Transportation and Infrastructure | Senate - Commerce, Science, and Transportation",12/16/16,Became Public Law No: 114-307.
H.R. 6013,https://www.congress.gov/bill/114th-congress/house-bill/6013,114th Congress (2015-2016),,Community Broadband Act of 2016,"Rep. Eshoo, Anna G. [D-CA-18]",9/13/16,,,,2,House - Energy and Commerce,9/13/16,Referred to the House Committee on Energy and Commerce.
H.R. 6012,https://www.congress.gov/bill/114th-congress/house-bill/6012,114th Congress (2015-2016),,BREATH Act of 2016,"Rep. Bucshon, Larry [R-IN-8]",9/13/16,,,,1,"House - Energy and Commerce, Ways and Means",9/19/16,Referred to the Subcommittee on Health.
H.R. 6011,https://www.congress.gov/bill/114th-congress/house-bill/6011,114th Congress (2015-2016),,ACA Premium Payment Verification Act,"Rep. Bilirakis, Gus M. [R-FL-12]",9/13/16,,,,0,"House - Energy and Commerce, Ways and Means",9/19/16,Referred to the Subcommittee on Health.
H.R. 6010,https://www.congress.gov/bill/114th-congress/house-bill/6010,114th Congress (2015-2016),,Zika Pregnancy and Infant Registry Act of 2016,"Rep. Bilirakis, Gus M. [R-FL-12]",9/13/16,,,,7,House - Energy and Commerce,9/15/16,Sponsor introductory remarks on measure.
H.R. 6009,https://www.congress.gov/bill/114th-congress/house-bill/6009,114th Congress (2015-2016),,Federal Agency Mail Management Act of 2016,"Rep. Russell, Steve [R-OK-5]",9/13/16,,,,1,House - Oversight and Government Reform,12/1/16,Received in the Senate.
H.R. 6008,https://www.congress.gov/bill/114th-congress/house-bill/6008,114th Congress (2015-2016),,Transit Benefits Modernization Act,"Rep. Meadows, Mark [R-NC-11]",9/13/16,,,,5,"House - Ways and Means, Oversight and Government Reform",12/8/16,"Placed on the Union Calendar, Calendar No. 673."
H.R. 6007,https://www.congress.gov/bill/114th-congress/house-bill/6007,114th Congress (2015-2016),,"To amend title 49, United States Code, to include consideration of certain impacts on commercial space launch and reentry activities in a navigable airspace analysis, and for other purposes.","Rep. McCarthy, Kevin [R-CA-23]",9/13/16,,,,1,House - Transportation and Infrastructure,11/28/16,Became Public Law No: 114-248.
H.R. 6006,https://www.congress.gov/bill/114th-congress/house-bill/6006,114th Congress (2015-2016),,Lost Boys and Girls RISE Act,"Rep. Bass, Karen [D-CA-37]",9/13/16,,,,11,House - Foreign Affairs,9/13/16,Referred to the House Committee on Foreign Affairs.
H.R. 6005,https://www.congress.gov/bill/114th-congress/house-bill/6005,114th Congress (2015-2016),,Lead by Example Act of 2016,"Rep. Davidson, Warren [R-OH-8]",9/13/16,,,,1,"House - House Administration, Veterans' Affairs",9/13/16,Referred to the Subcommittee on Health.
H.R. 6004,https://www.congress.gov/bill/114th-congress/house-bill/6004,114th Congress (2015-2016),,Modernizing Government Technology Act of 2016,"Rep. Hurd, Will [R-TX-23]",9/13/16,,,,7,"House - Oversight and Government Reform, Appropriations | Senate - Homeland Security and Governmental Affairs",9/26/16,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
H.R. 6003,https://www.congress.gov/bill/114th-congress/house-bill/6003,114th Congress (2015-2016),,Protecting Our Veterans From School Closures Act,"Rep. Messer, Luke [R-IN-6]",9/13/16,,,,10,House - Veterans' Affairs,9/13/16,Referred to the Subcommittee on Economic Opportunity.
H.R. 6002,https://www.congress.gov/bill/114th-congress/house-bill/6002,114th Congress (2015-2016),,Cybercrime Statistics Act,"Rep. Clark, Katherine M. [D-MA-5]",9/13/16,,,,0,House - Judiciary,9/26/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6001,https://www.congress.gov/bill/114th-congress/house-bill/6001,114th Congress (2015-2016),,Smithsonian American Latino Museum Act,"Rep. Becerra, Xavier [D-CA-34]",9/13/16,,,,5,"House - House Administration, Transportation and Infrastructure, Natural Resources",9/19/16,Referred to the Subcommittee on Federal Lands.
H.R. 6000,https://www.congress.gov/bill/114th-congress/house-bill/6000,114th Congress (2015-2016),,MEAD Act,"Rep. Sanford, Mark [R-SC-1]",9/13/16,,,,1,House - Ways and Means,9/13/16,Referred to the House Committee on Ways and Means.
H.R. 5999,https://www.congress.gov/bill/114th-congress/house-bill/5999,114th Congress (2015-2016),,Global War on Terrorism War Memorial Act,"Rep. Zinke, Ryan K. [R-MT-At Large]",9/12/16,,,,76,House - Natural Resources,9/16/16,Referred to the Subcommittee on Federal Lands.
H.R. 5998,https://www.congress.gov/bill/114th-congress/house-bill/5998,114th Congress (2015-2016),,Reserve Retirement Deployment Credit Correction Act of 2016,"Rep. Serrano, Jose E. [D-NY-15]",9/12/16,,,,0,House - Armed Services,10/19/16,Referred to the Subcommittee on Military Personnel.
H.R. 5997,https://www.congress.gov/bill/114th-congress/house-bill/5997,114th Congress (2015-2016),,Bronzeville-Black Metropolis National Heritage Area Act,"Rep. Rush, Bobby L. [D-IL-1]",9/12/16,,,,0,House - Natural Resources,9/16/16,Referred to the Subcommittee on Federal Lands.
H.R. 5996,https://www.congress.gov/bill/114th-congress/house-bill/5996,114th Congress (2015-2016),,Halt Arms and Promote Peace in South Sudan Act,"Rep. Rooney, Thomas J. [R-FL-17]",9/12/16,,,,12,"House - Foreign Affairs, Financial Services",9/12/16,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 5995,https://www.congress.gov/bill/114th-congress/house-bill/5995,114th Congress (2015-2016),,GAO Civilian Task and Delivery Order Protest Authority Act of 2016,"Rep. Meadows, Mark [R-NC-11]",9/12/16,,,,1,House - Oversight and Government Reform,12/14/16,Became Public Law No: 114-260.
H.R. 5994,https://www.congress.gov/bill/114th-congress/house-bill/5994,114th Congress (2015-2016),,Biodiesel and Renewable Diesel Incentive Extension Act of 2016,"Rep. Black, Diane [R-TN-6]",9/12/16,,,,1,House - Ways and Means,9/12/16,Referred to the House Committee on Ways and Means.
H.R. 5993,https://www.congress.gov/bill/114th-congress/house-bill/5993,114th Congress (2015-2016),,CAN Act,"Rep. Ashford, Brad [D-NE-2]",9/12/16,,,,0,"House - House Administration, Oversight and Government Reform",9/12/16,"Referred to the Committee on House Administration, and in addition to the Committee on Oversight and Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 5992,https://www.congress.gov/bill/114th-congress/house-bill/5992,114th Congress (2015-2016),,American Job Creation and Investment Promotion Reform Act of 2016,"Rep. Goodlatte, Bob [R-VA-6]",9/12/16,,,,1,House - Judiciary,9/26/16,Referred to the Subcommittee on Immigration and Border Security.
H.R. 5991,https://www.congress.gov/bill/114th-congress/house-bill/5991,114th Congress (2015-2016),,Risk-Based Credit Examination Act,"Rep. Wagner, Ann [R-MO-2]",9/9/16,,,,1,House - Financial Services,9/9/16,Referred to the House Committee on Financial Services.
H.R. 5990,https://www.congress.gov/bill/114th-congress/house-bill/5990,114th Congress (2015-2016),,To grant the Congressional Gold Medal to the troops who defended Bataan during World War II.,"Rep. Lujan, Ben Ray [D-NM-3]",9/9/16,,,,2,"House - Financial Services, House Administration",9/9/16,"Referred to the Committee on Financial Services, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 5989,https://www.congress.gov/bill/114th-congress/house-bill/5989,114th Congress (2015-2016),,United States and Israel Space Cooperation Act,"Rep. Kilmer, Derek [D-WA-6]",9/9/16,,,,36,"House - Science, Space, and Technology",9/30/16,Referred to the Subcommittee on Space.
H.R. 5988,https://www.congress.gov/bill/114th-congress/house-bill/5988,114th Congress (2015-2016),,Remedies for Refusal of Repatriation Act,"Rep. Courtney, Joe [D-CT-2]",9/9/16,,,,2,"House - Judiciary, Foreign Affairs",9/26/16,Referred to the Subcommittee on Immigration and Border Security.
H.R. 5987,https://www.congress.gov/bill/114th-congress/house-bill/5987,114th Congress (2015-2016),,"To provide for recreational access for floating cabins on the Tennessee River System, and for other purposes.","Rep. Meadows, Mark [R-NC-11]",9/9/16,,,,1,House - Transportation and Infrastructure,9/12/16,Referred to the Subcommittee on Water Resources and Environment.
H.R. 5986,https://www.congress.gov/bill/114th-congress/house-bill/5986,114th Congress (2015-2016),,Small Business Relief from Disease Induced Economic Hardship Act of 2016,"Rep. Curbelo, Carlos [R-FL-26]",9/9/16,,,,1,House - Small Business,9/9/16,Referred to the House Committee on Small Business.
H.R. 5985,https://www.congress.gov/bill/114th-congress/house-bill/5985,114th Congress (2015-2016),,Department of Veterans Affairs Expiring Authorities Act of 2016,"Rep. Miller, Jeff [R-FL-1]",9/9/16,,,,0,"House - Veterans' Affairs, Armed Services, Budget",9/29/16,Became Public Law No: 114-228.
H.R. 5984,https://www.congress.gov/bill/114th-congress/house-bill/5984,114th Congress (2015-2016),,Pechanga Band of Luiseno Mission Indians Water Rights Settlement Act,"Rep. Calvert, Ken [R-CA-42]",9/9/16,,,,3,House - Natural Resources,11/14/16,"Placed on the Union Calendar, Calendar No. 644."
H.R. 5983,https://www.congress.gov/bill/114th-congress/house-bill/5983,114th Congress (2015-2016),,Financial CHOICE Act of 2016,"Rep. Hensarling, Jeb [R-TX-5]",9/9/16,,,,5,"House - Financial Services, Agriculture, Ways and Means, Judiciary, Oversight and Government Reform, Transportation and Infrastructure, Rules, Budget, Education and the Workforce",12/20/16,"Placed on the Union Calendar, Calendar No. 693."
