Legislation Number,URL,Congress,Amends Bill,Title,Sponsor,Date of Introduction,Date Offered,Date Submitted,Date Proposed,Number of Cosponsors,Committees,Latest Action Date,Latest Action
H.R. 6159,https://www.congress.gov/bill/116th-congress/house-bill/6159,116th Congress (2019-2020),,Kids' Access to Primary Care Act of 2020,"Rep. Schrier, Kim [D-WA-8]",3/9/20,,,,2,House - Energy and Commerce,3/9/20,Referred to the House Committee on Energy and Commerce.
H.R. 6158,https://www.congress.gov/bill/116th-congress/house-bill/6158,116th Congress (2019-2020),,District of Columbia Chief Financial Officer Salary Home Rule Act,"Rep. Norton, Eleanor Holmes [D-DC-At Large]",3/9/20,,,,0,House - Oversight and Reform,3/9/20,Referred to the House Committee on Oversight and Reform.
H.R. 6157,https://www.congress.gov/bill/116th-congress/house-bill/6157,116th Congress (2019-2020),,Transparency for Student Veterans Act,"Rep. Luria, Elaine G. [D-VA-2]",3/9/20,,,,1,House - Veterans' Affairs,3/9/20,Referred to the House Committee on Veterans' Affairs.
H.R. 6156,https://www.congress.gov/bill/116th-congress/house-bill/6156,116th Congress (2019-2020),,Transportation Workforce Investment Act of 2020,"Rep. Langevin, James R. [D-RI-2]",3/9/20,,,,3,House - Transportation and Infrastructure,3/10/20,Referred to the Subcommittee on Coast Guard and Maritime Transportation.
H.R. 6155,https://www.congress.gov/bill/116th-congress/house-bill/6155,116th Congress (2019-2020),,"To amend the Biologics Price Competition and Innovation Act of 2009 to make improvements with respect to the transition of biological products, and for other purposes.","Rep. Grothman, Glenn [R-WI-6]",3/9/20,,,,0,House - Energy and Commerce,3/9/20,Referred to the House Committee on Energy and Commerce.
H.R. 6154,https://www.congress.gov/bill/116th-congress/house-bill/6154,116th Congress (2019-2020),,Crypto-Currency Act of 2020,"Rep. Gosar, Paul A. [R-AZ-4]",3/9/20,,,,0,"House - Financial Services, Agriculture",3/9/20,"Referred to the Committee on Financial Services, and in addition to the Committee on Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6153,https://www.congress.gov/bill/116th-congress/house-bill/6153,116th Congress (2019-2020),,"To designate the facility of the United States Postal Service located at 410 Franklin Street in Appleton, Wisconsin, as the ""Mitchell F. Lundgaard Post Office Building"".","Rep. Gallagher, Mike [R-WI-8]",3/9/20,,,,4,House - Oversight and Reform,3/9/20,Referred to the House Committee on Oversight and Reform.
H.R. 6152,https://www.congress.gov/bill/116th-congress/house-bill/6152,116th Congress (2019-2020),,Protecting America From Foreign Investors Compromised by the Chinese Communist Party Act of 2020,"Rep. Gallagher, Mike [R-WI-8]",3/9/20,,,,8,"House - Financial Services, Foreign Affairs, Energy and Commerce",3/9/20,"Referred to the Committee on Financial Services, and in addition to the Committees on Foreign Affairs, and Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6151,https://www.congress.gov/bill/116th-congress/house-bill/6151,116th Congress (2019-2020),,CARING for Kids Act,"Rep. Finkenauer, Abby [D-IA-1]",3/9/20,,,,1,House - Energy and Commerce,3/9/20,Referred to the House Committee on Energy and Commerce.
H.R. 6150,https://www.congress.gov/bill/116th-congress/house-bill/6150,116th Congress (2019-2020),,Paid Sick Days for Public Health Emergencies and Personal and Family Care Act,"Rep. DeLauro, Rosa L. [D-CT-3]",3/9/20,,,,83,"House - Education and Labor, House Administration, Oversight and Reform, Judiciary",3/9/20,"Referred to the Committee on Education and Labor, and in addition to the Committees on House Administration, Oversight and Reform, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6149,https://www.congress.gov/bill/116th-congress/house-bill/6149,116th Congress (2019-2020),,Medicaid REACH Act,"Rep. Cunningham, Joe [D-SC-1]",3/9/20,,,,0,House - Energy and Commerce,3/9/20,Referred to the House Committee on Energy and Commerce.
H.R. 6148,https://www.congress.gov/bill/116th-congress/house-bill/6148,116th Congress (2019-2020),,TRICARE ECHO Improvement Act,"Rep. Cole, Tom [R-OK-4]",3/9/20,,,,3,House - Armed Services,3/9/20,Referred to the House Committee on Armed Services.
H.R. 6147,https://www.congress.gov/bill/116th-congress/house-bill/6147,116th Congress (2019-2020),,Help Extend Auditory Relief (HEAR) Act of 2020,"Rep. Cartwright, Matt [D-PA-8]",3/9/20,,,,2,"House - Energy and Commerce, Ways and Means",3/9/20,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6146,https://www.congress.gov/bill/116th-congress/house-bill/6146,116th Congress (2019-2020),,OVERSEA Act of 2020,"Rep. Brown, Anthony G. [D-MD-4]",3/9/20,,,,0,"House - Transportation and Infrastructure, Armed Services",3/10/20,Referred to the Subcommittee on Coast Guard and Maritime Transportation.
H.R. 6145,https://www.congress.gov/bill/116th-congress/house-bill/6145,116th Congress (2019-2020),,Industries of the Future Act of 2020,"Rep. Baird, James R. [R-IN-4]",3/9/20,,,,6,"House - Science, Space, and Technology",3/9/20,"Referred to the House Committee on Science, Space, and Technology."
H.R. 6144,https://www.congress.gov/bill/116th-congress/house-bill/6144,116th Congress (2019-2020),,Kira Johnson Act,"Rep. Adams, Alma S. [D-NC-12]",3/9/20,,,,10,House - Energy and Commerce,3/9/20,Referred to the House Committee on Energy and Commerce.
H.R. 6143,https://www.congress.gov/bill/116th-congress/house-bill/6143,116th Congress (2019-2020),,Moms MATTER Act of 2020,"Rep. Kennedy, Joseph P., III [D-MA-4]",3/9/20,,,,7,House - Energy and Commerce,3/9/20,Referred to the House Committee on Energy and Commerce.
H.R. 6142,https://www.congress.gov/bill/116th-congress/house-bill/6142,116th Congress (2019-2020),,Black Maternal Health Momnibus Act of 2020,"Rep. Underwood, Lauren [D-IL-14]",3/9/20,,,,32,"House - Energy and Commerce, Financial Services, Transportation and Infrastructure, Education and Labor, Judiciary, Natural Resources, Agriculture, Veterans' Affairs",3/30/20,Referred to the Subcommittee for Indigenous Peoples of the United States.
H.R. 6141,https://www.congress.gov/bill/116th-congress/house-bill/6141,116th Congress (2019-2020),,Protecting Moms Who Served Act,"Rep. Underwood, Lauren [D-IL-14]",3/9/20,,,,11,House - Veterans' Affairs,3/9/20,Referred to the House Committee on Veterans' Affairs.
H.R. 6140,https://www.congress.gov/bill/116th-congress/house-bill/6140,116th Congress (2019-2020),,Veterans in STEM Act,"Rep. Underwood, Lauren [D-IL-14]",3/9/20,,,,1,House - Veterans' Affairs,3/9/20,Referred to the House Committee on Veterans' Affairs.
H.R. 6139,https://www.congress.gov/bill/116th-congress/house-bill/6139,116th Congress (2019-2020),,COVID-19 Health Care Worker Protection Act of 2020,"Rep. Scott, Robert C. ""Bobby"" [D-VA-3]",3/9/20,,,,47,"House - Education and Labor, Energy and Commerce, Ways and Means",3/10/20,Referred to the Subcommittee on Health.
H.R. 6138,https://www.congress.gov/bill/116th-congress/house-bill/6138,116th Congress (2019-2020),,Tech to Save Moms Act,"Rep. Johnson, Eddie Bernice [D-TX-30]",3/9/20,,,,10,House - Energy and Commerce,3/9/20,Referred to the House Committee on Energy and Commerce.
H.R. 6137,https://www.congress.gov/bill/116th-congress/house-bill/6137,116th Congress (2019-2020),,IMPACT to Save Moms Act of 2020,"Rep. Schakowsky, Janice D. [D-IL-9]",3/9/20,,,,11,House - Energy and Commerce,3/9/20,Referred to the House Committee on Energy and Commerce.
H.R. 6136,https://www.congress.gov/bill/116th-congress/house-bill/6136,116th Congress (2019-2020),,Protecting Consumers from Unreasonable Rates Act of 2020,"Rep. Schakowsky, Janice D. [D-IL-9]",3/9/20,,,,0,House - Energy and Commerce,3/9/20,Referred to the House Committee on Energy and Commerce.
H.R. 6135,https://www.congress.gov/bill/116th-congress/house-bill/6135,116th Congress (2019-2020),,No More Narrow Networks Act of 2020,"Rep. Schakowsky, Janice D. [D-IL-9]",3/9/20,,,,0,House - Energy and Commerce,3/9/20,Referred to the House Committee on Energy and Commerce.
H.R. 6134,https://www.congress.gov/bill/116th-congress/house-bill/6134,116th Congress (2019-2020),,VET MED Act,"Rep. Schrader, Kurt [D-OR-5]",3/9/20,,,,1,House - Education and Labor,3/9/20,Referred to the House Committee on Education and Labor.
H.R. 6133,https://www.congress.gov/bill/116th-congress/house-bill/6133,116th Congress (2019-2020),,STEP Improvement Act of 2020,"Rep. Finkenauer, Abby [D-IA-1]",3/9/20,,,,2,House - Small Business,3/11/20,Ordered to be Reported by Voice Vote.
H.R. 6132,https://www.congress.gov/bill/116th-congress/house-bill/6132,116th Congress (2019-2020),,Social Determinants for Moms Act of 2020,"Rep. McBath, Lucy [D-GA-6]",3/9/20,,,,13,"House - Energy and Commerce, Financial Services, Agriculture, Transportation and Infrastructure, Education and Labor",3/10/20,Referred to the Subcommittee on Water Resources and Environment.
H.R. 6131,https://www.congress.gov/bill/116th-congress/house-bill/6131,116th Congress (2019-2020),,"To direct the Architect of the Capitol to replace the bust of Roger Brooke Taney in the Old Supreme Court Chamber of the United States Capitol with a bust of Thurgood Marshall to be obtained by the Joint Committee on the Library, and for other purposes.","Rep. Hoyer, Steny H. [D-MD-5]",3/9/20,,,,8,House - House Administration,3/9/20,Referred to the House Committee on House Administration.
H.R. 6130,https://www.congress.gov/bill/116th-congress/house-bill/6130,116th Congress (2019-2020),,Improving Awareness of Health Coverage Options Act,"Rep. Harder, Josh [D-CA-10]",3/9/20,,,,1,House - Education and Labor,3/9/20,Referred to the House Committee on Education and Labor.
H.R. 6129,https://www.congress.gov/bill/116th-congress/house-bill/6129,116th Congress (2019-2020),,Justice for Incarcerated Moms Act,"Rep. Pressley, Ayanna [D-MA-7]",3/9/20,,,,10,"House - Judiciary, Energy and Commerce",3/9/20,"Referred to the Committee on the Judiciary, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6128,https://www.congress.gov/bill/116th-congress/house-bill/6128,116th Congress (2019-2020),,Eliminate Agency Excess Space Act,"Rep. Murphy, Gregory [R-NC-3]",3/9/20,,,,24,House - Oversight and Reform,3/9/20,Referred to the House Committee on Oversight and Reform.
H.R. 6127,https://www.congress.gov/bill/116th-congress/house-bill/6127,116th Congress (2019-2020),,Risk-Based Credit Examination Act,"Rep. Wagner, Ann [R-MO-2]",3/5/20,,,,1,House - Financial Services,3/5/20,Referred to the House Committee on Financial Services.
H.R. 6126,https://www.congress.gov/bill/116th-congress/house-bill/6126,116th Congress (2019-2020),,End the Normalized Delay of Suppressors Act of 2020,"Rep. Steube, W. Gregory [R-FL-17]",3/5/20,,,,3,"House - Ways and Means, Judiciary",3/5/20,"Referred to the Committee on Ways and Means, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6125,https://www.congress.gov/bill/116th-congress/house-bill/6125,116th Congress (2019-2020),,Supporting Survivors of Military Sexual Trauma Act of 2020,"Rep. Speier, Jackie [D-CA-14]",3/5/20,,,,7,"House - Armed Services, Veterans' Affairs",3/5/20,"Referred to the Committee on Armed Services, and in addition to the Committee on Veterans' Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6124,https://www.congress.gov/bill/116th-congress/house-bill/6124,116th Congress (2019-2020),,Assistance for Firms Harmed by Tariffs on Exports Act,"Rep. Schneider, Bradley Scott [D-IL-10]",3/5/20,,,,2,House - Ways and Means,3/5/20,Referred to the House Committee on Ways and Means.
H.R. 6123,https://www.congress.gov/bill/116th-congress/house-bill/6123,116th Congress (2019-2020),,Northern Mariana Islands Coronavirus Emergency Assistance Act,"Rep. Sablan, Gregorio Kilili Camacho [D-MP-At Large]",3/5/20,,,,0,"House - Appropriations, Energy and Commerce",3/5/20,"Referred to the Committee on Appropriations, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6122,https://www.congress.gov/bill/116th-congress/house-bill/6122,116th Congress (2019-2020),,Tax Relief for Bridge Tolls Act of 2020,"Rep. Rose, Max [D-NY-11]",3/5/20,,,,0,House - Ways and Means,3/5/20,Referred to the House Committee on Ways and Means.
H.R. 6121,https://www.congress.gov/bill/116th-congress/house-bill/6121,116th Congress (2019-2020),,End Outsourcing Act,"Rep. Pocan, Mark [D-WI-2]",3/5/20,,,,8,"House - Ways and Means, Education and Labor, Armed Services, Oversight and Reform",3/5/20,"Referred to the Committee on Ways and Means, and in addition to the Committees on Education and Labor, Armed Services, and Oversight and Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6120,https://www.congress.gov/bill/116th-congress/house-bill/6120,116th Congress (2019-2020),,Food Worker Pay Standards Act,"Rep. Pocan, Mark [D-WI-2]",3/5/20,,,,31,House - Oversight and Reform,3/5/20,Referred to the House Committee on Oversight and Reform.
H.R. 6119,https://www.congress.gov/bill/116th-congress/house-bill/6119,116th Congress (2019-2020),,Climate Readiness Act of 2020,"Rep. Neguse, Joe [D-CO-2]",3/5/20,,,,1,House - Armed Services,3/5/20,Referred to the House Committee on Armed Services.
H.R. 6118,https://www.congress.gov/bill/116th-congress/house-bill/6118,116th Congress (2019-2020),,Menstrual Equity in the Peace Corps Act,"Rep. Meng, Grace [D-NY-6]",3/5/20,,,,21,House - Foreign Affairs,3/5/20,Referred to the House Committee on Foreign Affairs.
H.R. 6117,https://www.congress.gov/bill/116th-congress/house-bill/6117,116th Congress (2019-2020),,Women's Global Development and Prosperity Act of 2020,"Rep. McCaul, Michael T. [R-TX-10]",3/5/20,,,,3,House - Foreign Affairs,3/5/20,Referred to the House Committee on Foreign Affairs.
H.R. 6116,https://www.congress.gov/bill/116th-congress/house-bill/6116,116th Congress (2019-2020),,Consumer Financial Protection Commission Act,"Rep. Luetkemeyer, Blaine [R-MO-3]",3/5/20,,,,25,House - Financial Services,3/5/20,Referred to the House Committee on Financial Services.
H.R. 6115,https://www.congress.gov/bill/116th-congress/house-bill/6115,116th Congress (2019-2020),,Preparing Servicemembers for Success Act,"Rep. Latta, Robert E. [R-OH-5]",3/5/20,,,,9,House - Armed Services,3/5/20,Referred to the House Committee on Armed Services.
H.R. 6114,https://www.congress.gov/bill/116th-congress/house-bill/6114,116th Congress (2019-2020),,Espionage Act Reform Act of 2020,"Rep. Khanna, Ro [D-CA-17]",3/5/20,,,,0,House - Judiciary,3/5/20,Referred to the House Committee on the Judiciary.
H.R. 6113,https://www.congress.gov/bill/116th-congress/house-bill/6113,116th Congress (2019-2020),,ARPA-H20 Act of 2020,"Rep. Katko, John [R-NY-24]",3/5/20,,,,1,"House - Science, Space, and Technology",3/5/20,"Referred to the House Committee on Science, Space, and Technology."
H.R. 6112,https://www.congress.gov/bill/116th-congress/house-bill/6112,116th Congress (2019-2020),,Oil and Water Don't Mix Act of 2020,"Rep. Huffman, Jared [D-CA-2]",3/5/20,,,,4,"House - Natural Resources, Energy and Commerce, Transportation and Infrastructure",3/17/20,"Referred to the Subcommittee on Water, Oceans, and Wildlife."
H.R. 6111,https://www.congress.gov/bill/116th-congress/house-bill/6111,116th Congress (2019-2020),,To amend the Agricultural Act of 2014 to allow certain dairy operations to make a 1-time election to recalculate production history for purposes of dairy margin coverage.,"Rep. Emmer, Tom [R-MN-6]",3/5/20,,,,0,House - Agriculture,3/5/20,Referred to the House Committee on Agriculture.
H.R. 6110,https://www.congress.gov/bill/116th-congress/house-bill/6110,116th Congress (2019-2020),,Defective Firearms Protection Act,"Rep. Dingell, Debbie [D-MI-12]",3/5/20,,,,0,House - Energy and Commerce,3/5/20,Referred to the House Committee on Energy and Commerce.
H.R. 6109,https://www.congress.gov/bill/116th-congress/house-bill/6109,116th Congress (2019-2020),,INSPIRES Act,"Rep. Cox, TJ [D-CA-21]",3/5/20,,,,10,House - Education and Labor,3/5/20,Referred to the House Committee on Education and Labor.
H.R. 6108,https://www.congress.gov/bill/116th-congress/house-bill/6108,116th Congress (2019-2020),,Telework Metrics and Cost Savings Act,"Rep. Connolly, Gerald E. [D-VA-11]",3/5/20,,,,4,House - Oversight and Reform,3/5/20,Referred to the House Committee on Oversight and Reform.
H.R. 6107,https://www.congress.gov/bill/116th-congress/house-bill/6107,116th Congress (2019-2020),,Diversity Advancements in Accelerated Programs Act,"Rep. Cohen, Steve [D-TN-9]",3/5/20,,,,1,House - Education and Labor,3/5/20,Referred to the House Committee on Education and Labor.
H.R. 6106,https://www.congress.gov/bill/116th-congress/house-bill/6106,116th Congress (2019-2020),,DIPLOMA Act,"Rep. Chu, Judy [D-CA-27]",3/5/20,,,,4,"House - Education and Labor, Energy and Commerce",3/5/20,"Referred to the Committee on Education and Labor, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6105,https://www.congress.gov/bill/116th-congress/house-bill/6105,116th Congress (2019-2020),,Magnet Injury Prevention Act,"Rep. Cardenas, Tony [D-CA-29]",3/5/20,,,,1,House - Energy and Commerce,3/5/20,Referred to the House Committee on Energy and Commerce.
H.R. 6104,https://www.congress.gov/bill/116th-congress/house-bill/6104,116th Congress (2019-2020),,Truck Parking Safety Improvement Act,"Rep. Bost, Mike [R-IL-12]",3/5/20,,,,4,House - Transportation and Infrastructure,3/9/20,Referred to the Subcommittee on Highways and Transit.
H.R. 6103,https://www.congress.gov/bill/116th-congress/house-bill/6103,116th Congress (2019-2020),,Safe Stay Act,"Rep. Craig, Angie [D-MN-2]",3/5/20,,,,0,"House - Science, Space, and Technology, Energy and Commerce",3/5/20,"Referred to the Committee on Science, Space, and Technology, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6102,https://www.congress.gov/bill/116th-congress/house-bill/6102,116th Congress (2019-2020),,VALID Act of 2020,"Rep. DeGette, Diana [D-CO-1]",3/5/20,,,,1,House - Energy and Commerce,3/5/20,Referred to the House Committee on Energy and Commerce.
H.R. 6101,https://www.congress.gov/bill/116th-congress/house-bill/6101,116th Congress (2019-2020),,Ending Passenger Rail Forced Arbitration Act,"Rep. Lamb, Conor [D-PA-17]",3/5/20,,,,3,House - Transportation and Infrastructure,3/9/20,"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials."
H.R. 6100,https://www.congress.gov/bill/116th-congress/house-bill/6100,116th Congress (2019-2020),,STOP FGM Act of 2020,"Rep. Jackson Lee, Sheila [D-TX-18]",3/5/20,,,,2,House - Judiciary,3/11/20,Ordered to be Reported by Voice Vote.
H.R. 6099,https://www.congress.gov/bill/116th-congress/house-bill/6099,116th Congress (2019-2020),,Equal Treatment of Faith-Based Organizations Act of 2020,"Rep. Budd, Ted [R-NC-13]",3/5/20,,,,21,"House - Energy and Commerce, Ways and Means, Education and Labor, Natural Resources",3/17/20,Referred to the Subcommittee for Indigenous Peoples of the United States.
H.R. 6098,https://www.congress.gov/bill/116th-congress/house-bill/6098,116th Congress (2019-2020),,"To amend title XXI of the Social Security Act to allow States to expand income eligibility standards under the Children's Health Insurance Program, and for other purposes.","Rep. Barragan, Nanette Diaz [D-CA-44]",3/5/20,,,,0,House - Energy and Commerce,3/5/20,Referred to the House Committee on Energy and Commerce.
H.R. 6097,https://www.congress.gov/bill/116th-congress/house-bill/6097,116th Congress (2019-2020),,Nuclear Energy Research and Development Act,"Rep. Lamb, Conor [D-PA-17]",3/5/20,,,,1,"House - Science, Space, and Technology",3/12/20,Forwarded by Subcommittee to Full Committee by Voice Vote .
H.R. 6096,https://www.congress.gov/bill/116th-congress/house-bill/6096,116th Congress (2019-2020),,READI Act,"Rep. McNerney, Jerry [D-CA-9]",3/5/20,,,,3,"House - Energy and Commerce, Transportation and Infrastructure",3/10/20,Forwarded by Subcommittee to Full Committee by Voice Vote .
H.R. 6095,https://www.congress.gov/bill/116th-congress/house-bill/6095,116th Congress (2019-2020),,"Brigadier General George ""Bud"" Day, the Most Decorated Veteran in American History Next to General Douglas MacArthur, Act","Rep. King, Steve [R-IA-4]",3/5/20,,,,0,House - Oversight and Reform,3/5/20,Referred to the House Committee on Oversight and Reform.
H.R. 6094,https://www.congress.gov/bill/116th-congress/house-bill/6094,116th Congress (2019-2020),,"Sudan Democratic Transition, Accountability, and Fiscal Transparency Act of 2020","Rep. Engel, Eliot L. [D-NY-16]",3/5/20,,,,7,"House - Foreign Affairs, Judiciary, Financial Services",3/5/20,"Referred to the Committee on Foreign Affairs, and in addition to the Committees on the Judiciary, and Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6093,https://www.congress.gov/bill/116th-congress/house-bill/6093,116th Congress (2019-2020),,"To amend title 38, United States Code, to extend the authority of the Secretary of Veterans Affairs to continue to pay educational assistance or subsistence allowances to eligible persons when educational institutions are closed.","Rep. Dunn, Neal P. [R-FL-2]",3/5/20,,,,0,House - Veterans' Affairs,3/5/20,Referred to the House Committee on Veterans' Affairs.
H.R. 6092,https://www.congress.gov/bill/116th-congress/house-bill/6092,116th Congress (2019-2020),,Veteran's Prostate Cancer Treatment and Research Act,"Rep. Dunn, Neal P. [R-FL-2]",3/5/20,,,,1,House - Veterans' Affairs,3/5/20,Referred to the House Committee on Veterans' Affairs.
H.R. 6091,https://www.congress.gov/bill/116th-congress/house-bill/6091,116th Congress (2019-2020),,Federal Employee Combat Zone Tax Parity Act,"Rep. Wittman, Robert J. [R-VA-1]",3/4/20,,,,0,House - Ways and Means,3/4/20,Referred to the House Committee on Ways and Means.
H.R. 6090,https://www.congress.gov/bill/116th-congress/house-bill/6090,116th Congress (2019-2020),,Physician Shortage GME Cap Flex Act of 2020,"Rep. Ruiz, Raul [D-CA-36]",3/4/20,,,,3,"House - Ways and Means, Energy and Commerce",3/4/20,"Referred to the Committee on Ways and Means, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6089,https://www.congress.gov/bill/116th-congress/house-bill/6089,116th Congress (2019-2020),,U.S.-Africa Strategic Security Act,"Rep. Panetta, Jimmy [D-CA-20]",3/4/20,,,,3,House - Armed Services,3/4/20,Referred to the House Committee on Armed Services.
H.R. 6088,https://www.congress.gov/bill/116th-congress/house-bill/6088,116th Congress (2019-2020),,Deepfakes in Federal Elections Prohibition Act,"Rep. Lynch, Stephen F. [D-MA-8]",3/4/20,,,,3,House - House Administration,3/4/20,Referred to the House Committee on House Administration.
H.R. 6087,https://www.congress.gov/bill/116th-congress/house-bill/6087,116th Congress (2019-2020),,Public Service Appreciation Through Loan Forgiveness Act,"Rep. Lipinski, Daniel [D-IL-3]",3/4/20,,,,0,House - Education and Labor,3/4/20,Referred to the House Committee on Education and Labor.
H.R. 6086,https://www.congress.gov/bill/116th-congress/house-bill/6086,116th Congress (2019-2020),,IMF Reform and Integrity Act of 2020,"Rep. Huizenga, Bill [R-MI-2]",3/4/20,,,,0,House - Financial Services,3/4/20,Referred to the House Committee on Financial Services.
H.R. 6085,https://www.congress.gov/bill/116th-congress/house-bill/6085,116th Congress (2019-2020),,Postal Supervisors and Managers Fairness Act of 2020,"Rep. Connolly, Gerald E. [D-VA-11]",3/4/20,,,,1,House - Oversight and Reform,3/4/20,Referred to the House Committee on Oversight and Reform.
H.R. 6084,https://www.congress.gov/bill/116th-congress/house-bill/6084,116th Congress (2019-2020),,Water Power Research and Development Act,"Rep. Bonamici, Suzanne [D-OR-1]",3/4/20,,,,4,"House - Science, Space, and Technology",3/12/20,Forwarded by Subcommittee to Full Committee by Voice Vote .
H.R. 6083,https://www.congress.gov/bill/116th-congress/house-bill/6083,116th Congress (2019-2020),,"To create a nonimmigrant H-2C work visa program for agricultural workers, to make mandatory and permanent requirements relating to use of an electronic employment eligibility verification system, and for other purposes.","Rep. Yoho, Ted S. [R-FL-3]",3/4/20,,,,11,"House - Judiciary, Education and Labor, Ways and Means, Energy and Commerce",3/4/20,"Referred to the Committee on the Judiciary, and in addition to the Committees on Education and Labor, Ways and Means, and Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6082,https://www.congress.gov/bill/116th-congress/house-bill/6082,116th Congress (2019-2020),,Forgotten Vietnam Veterans Act,"Rep. Cox, TJ [D-CA-21]",3/4/20,,,,7,House - Veterans' Affairs,3/4/20,Referred to the House Committee on Veterans' Affairs.
H.R. 6081,https://www.congress.gov/bill/116th-congress/house-bill/6081,116th Congress (2019-2020),,Holding Iranian Leaders Accountable Act of 2020,"Rep. Hill, J. French [R-AR-2]",3/4/20,,,,1,House - Financial Services,3/4/20,Referred to the House Committee on Financial Services.
H.R. 6080,https://www.congress.gov/bill/116th-congress/house-bill/6080,116th Congress (2019-2020),,Preventing Drug Shortages Act,"Rep. Peters, Scott H. [D-CA-52]",3/4/20,,,,8,House - Energy and Commerce,3/4/20,Referred to the House Committee on Energy and Commerce.
H.R. 6079,https://www.congress.gov/bill/116th-congress/house-bill/6079,116th Congress (2019-2020),,Microloan Improvement Act of 2020,"Rep. Kim, Andy [D-NJ-3]",3/4/20,,,,1,House - Small Business,3/11/20,Ordered to be Reported by Voice Vote.
H.R. 6078,https://www.congress.gov/bill/116th-congress/house-bill/6078,116th Congress (2019-2020),,Microloan Transparency and Accountability Act of 2020,"Rep. Burchett, Tim [R-TN-2]",3/4/20,,,,1,House - Small Business,3/11/20,Ordered to be Reported by Voice Vote.
H.R. 6077,https://www.congress.gov/bill/116th-congress/house-bill/6077,116th Congress (2019-2020),,Woman's Right To Know Act,"Rep. Hartzler, Vicky [R-MO-4]",3/4/20,,,,0,House - Energy and Commerce,3/4/20,Referred to the House Committee on Energy and Commerce.
H.R. 6076,https://www.congress.gov/bill/116th-congress/house-bill/6076,116th Congress (2019-2020),,IRS Enhancement and Tax Gap Reduction Act of 2020,"Rep. DeFazio, Peter A. [D-OR-4]",3/4/20,,,,2,House - Appropriations,3/4/20,Referred to the House Committee on Appropriations.
H.R. 6075,https://www.congress.gov/bill/116th-congress/house-bill/6075,116th Congress (2019-2020),,Immigrants' Mental Health Act of 2020,"Rep. Napolitano, Grace F. [D-CA-32]",3/4/20,,,,4,"House - Judiciary, Homeland Security",3/4/20,"Referred to the Committee on the Judiciary, and in addition to the Committee on Homeland Security, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6074,https://www.congress.gov/bill/116th-congress/house-bill/6074,116th Congress (2019-2020),,"Coronavirus Preparedness and Response Supplemental Appropriations Act, 2020","Rep. Lowey, Nita M. [D-NY-17]",3/4/20,,,,0,"House - Appropriations, Budget",3/6/20,Became Public Law No: 116-123.
H.R. 6073,https://www.congress.gov/bill/116th-congress/house-bill/6073,116th Congress (2019-2020),,"To amend title 38, United States Code, to ensure that the Secretary of Veterans Affairs repays members of the Armed Forces for certain contributions made by such members towards Post-9/11 Educational Assistance.","Rep. Banks, Jim [R-IN-3]",3/4/20,,,,1,House - Veterans' Affairs,3/4/20,Referred to the House Committee on Veterans' Affairs.
H.R. 6072,https://www.congress.gov/bill/116th-congress/house-bill/6072,116th Congress (2019-2020),,Coast Guard Retirement Parity Act,"Rep. Crist, Charlie [D-FL-13]",3/4/20,,,,2,House - Armed Services,3/4/20,Referred to the House Committee on Armed Services.
