Legislation Number,URL,Congress,Amends Bill,Title,Sponsor,Date of Introduction,Date Offered,Date Submitted,Date Proposed,Number of Cosponsors,Committees,Latest Action Date,Latest Action
H.R. 6601,https://www.congress.gov/bill/115th-congress/house-bill/6601,115th Congress (2017-2018),,Equality in Medicare and Medicaid Treatment Act of 2018,"Rep. Lewis, John [D-GA-5]",7/26/18,,,,1,"House - Energy and Commerce, Ways and Means",8/15/18,Referred to the Subcommittee on Health.
H.R. 6600,https://www.congress.gov/bill/115th-congress/house-bill/6600,115th Congress (2017-2018),,DEA Order Clearinghouse Act of 2018,"Rep. Lance, Leonard [R-NJ-7]",7/26/18,,,,1,"House - Energy and Commerce, Judiciary",10/1/18,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6599,https://www.congress.gov/bill/115th-congress/house-bill/6599,115th Congress (2017-2018),,"To modify the application of temporary limited appointment regulations to the National Park Service, and for other purposes.","Rep. Knight, Stephen [R-CA-25]",7/26/18,,,,1,House - Natural Resources | Senate - Energy and Natural Resources,12/12/18,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held.
H.R. 6598,https://www.congress.gov/bill/115th-congress/house-bill/6598,115th Congress (2017-2018),,"To provide the right of American Indians born in Canada or the United States to pass the borders of the United States to any individual who is a member, or is eligible to be a member, of a Federally recognized Indian tribe in the United States or Canada, and for other purposes.","Rep. Kilmer, Derek [D-WA-6]",7/26/18,,,,9,House - Judiciary,10/1/18,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6597,https://www.congress.gov/bill/115th-congress/house-bill/6597,115th Congress (2017-2018),,Mental Health Professionals Workforce Shortage Loan Repayment Act of 2018,"Rep. Katko, John [R-NY-24]",7/26/18,,,,3,House - Energy and Commerce,7/26/18,Referred to the House Committee on Energy and Commerce.
H.R. 6596,https://www.congress.gov/bill/115th-congress/house-bill/6596,115th Congress (2017-2018),,"Northwest California Wilderness, Recreation, and Working Forests Act","Rep. Huffman, Jared [D-CA-2]",7/26/18,,,,0,House - Natural Resources,8/9/18,Referred to the Subcommittee on Federal Lands.
H.R. 6595,https://www.congress.gov/bill/115th-congress/house-bill/6595,115th Congress (2017-2018),,Sex Offender Registration and Victim Protection Act of 2018,"Rep. Hice, Jody B. [R-GA-10]",7/26/18,,,,16,House - Judiciary,10/9/18,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6594,https://www.congress.gov/bill/115th-congress/house-bill/6594,115th Congress (2017-2018),,REUNITE Act,"Rep. Espaillat, Adriano [D-NY-13]",7/26/18,,,,39,House - Judiciary,10/1/18,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6593,https://www.congress.gov/bill/115th-congress/house-bill/6593,115th Congress (2017-2018),,"Medication Automated Quotation System, or MEDAQ, Act of 2018","Rep. Duncan, John J., Jr. [R-TN-2]",7/26/18,,,,0,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Health.
H.R. 6592,https://www.congress.gov/bill/115th-congress/house-bill/6592,115th Congress (2017-2018),,Transportation Megaprojects Accountability and Oversight Act of 2018,"Rep. DeSaulnier, Mark [D-CA-11]",7/26/18,,,,1,House - Transportation and Infrastructure,7/27/18,Referred to the Subcommittee on Highways and Transit.
H.R. 6591,https://www.congress.gov/bill/115th-congress/house-bill/6591,115th Congress (2017-2018),,"To designate the facility of the United States Postal Service located at 501 South Kirkman Road in Orlando, Florida, as the ""Napoleon 'Nap' Ford Post Office Building"".","Rep. Demings, Val Butler [D-FL-10]",7/26/18,,,,26,House - Oversight and Government Reform | Senate - Homeland Security and Governmental Affairs,12/21/18,Became Public Law No: 115-376.
H.R. 6590,https://www.congress.gov/bill/115th-congress/house-bill/6590,115th Congress (2017-2018),,CAMRA Act,"Rep. Delaney, John K. [D-MD-6]",7/26/18,,,,5,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Health.
H.R. 6589,https://www.congress.gov/bill/115th-congress/house-bill/6589,115th Congress (2017-2018),,Fairness in Federal Drug Testing Under State Laws Act,"Rep. Crist, Charlie [D-FL-13]",7/26/18,,,,12,House - Oversight and Government Reform,7/26/18,Referred to the House Committee on Oversight and Government Reform.
H.R. 6588,https://www.congress.gov/bill/115th-congress/house-bill/6588,115th Congress (2017-2018),,Student Loan Bankruptcy Act of 2018,"Rep. Correa, J. Luis [D-CA-46]",7/26/18,,,,1,House - Judiciary,7/26/18,"Referred to the Subcommittee on Regulatory Reform, Commercial And Antitrust Law."
H.R. 6587,https://www.congress.gov/bill/115th-congress/house-bill/6587,115th Congress (2017-2018),,To amend the Internal Revenue Code of 1986 to allow deductions for amounts contributed to a health savings account by individuals enrolled in qualified health plans.,"Rep. Comstock, Barbara [R-VA-10]",7/26/18,,,,0,House - Ways and Means,7/26/18,Referred to the House Committee on Ways and Means.
H.R. 6586,https://www.congress.gov/bill/115th-congress/house-bill/6586,115th Congress (2017-2018),,Reducing Obesity in Youth Act of 2018,"Rep. Cohen, Steve [D-TN-9]",7/26/18,,,,11,"House - Education and the Workforce, Energy and Commerce",7/26/18,Referred to the House Committee on Energy and Commerce.
H.R. 6585,https://www.congress.gov/bill/115th-congress/house-bill/6585,115th Congress (2017-2018),,Camp Lejeune Family Member Protection Act,"Rep. Cartwright, Matt [D-PA-17]",7/26/18,,,,1,House - Judiciary,7/26/18,Referred to the House Committee on the Judiciary.
H.R. 6584,https://www.congress.gov/bill/115th-congress/house-bill/6584,115th Congress (2017-2018),,All-of-the-Above Federal Building Energy Conservation Act of 2018,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]",7/26/18,,,,1,"House - Energy and Commerce, Transportation and Infrastructure",7/27/18,Referred to the Subcommittee on Energy.
H.R. 6583,https://www.congress.gov/bill/115th-congress/house-bill/6583,115th Congress (2017-2018),,Big Sand Wash Project Title Transfer Act,"Rep. Bishop, Rob [R-UT-1]",7/26/18,,,,0,House - Natural Resources,9/5/18,Subcommittee Hearings Held.
H.R. 6582,https://www.congress.gov/bill/115th-congress/house-bill/6582,115th Congress (2017-2018),,Protection for Veterans' Burn Pit Exposure Act of 2018,"Rep. Bilirakis, Gus M. [R-FL-12]",7/26/18,,,,6,House - Veterans' Affairs,7/26/18,Referred to the Subcommittee on Disability Assistance and Memorial Affairs.
H.R. 6581,https://www.congress.gov/bill/115th-congress/house-bill/6581,115th Congress (2017-2018),,Increasing Veteran Access to Colorectal Cancer Screening Act of 2018,"Rep. Bergman, Jack [R-MI-1]",7/26/18,,,,1,House - Veterans' Affairs,7/26/18,Referred to the Subcommittee on Health.
H.R. 6580,https://www.congress.gov/bill/115th-congress/house-bill/6580,115th Congress (2017-2018),,Kerrie Orozco First Responders Family Support Act,"Rep. Bacon, Don [R-NE-2]",7/26/18,,,,8,House - Judiciary | Senate - Judiciary,9/26/18,Received in the Senate and Read twice and referred to the Committee on the Judiciary.
H.R. 6579,https://www.congress.gov/bill/115th-congress/house-bill/6579,115th Congress (2017-2018),,Recent Grads in Start-Ups and Innovation Act,"Rep. Aguilar, Pete [D-CA-31]",7/26/18,,,,0,House - Education and the Workforce,7/26/18,Referred to the House Committee on Education and the Workforce.
H.R. 6578,https://www.congress.gov/bill/115th-congress/house-bill/6578,115th Congress (2017-2018),,Northern Mariana Islands Workforce Stabilization Act,"Rep. Sablan, Gregorio Kilili Camacho [D-MP-At Large]",7/26/18,,,,36,"House - Natural Resources, Judiciary",10/1/18,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6577,https://www.congress.gov/bill/115th-congress/house-bill/6577,115th Congress (2017-2018),,PRICED Act,"Rep. Schakowsky, Janice D. [D-IL-9]",7/26/18,,,,0,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Health.
H.R. 6576,https://www.congress.gov/bill/115th-congress/house-bill/6576,115th Congress (2017-2018),,Drug-Price Transparency in Communications Act,"Rep. Schakowsky, Janice D. [D-IL-9]",7/26/18,,,,0,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Health.
H.R. 6575,https://www.congress.gov/bill/115th-congress/house-bill/6575,115th Congress (2017-2018),,Medicare Prescription Drug Savings and Choice Act of 2018,"Rep. Schakowsky, Janice D. [D-IL-9]",7/26/18,,,,0,"House - Energy and Commerce, Ways and Means",8/13/18,Referred to the Subcommittee on Health.
H.R. 6574,https://www.congress.gov/bill/115th-congress/house-bill/6574,115th Congress (2017-2018),,Medicare Fair Drug Pricing Act of 2018,"Rep. Schakowsky, Janice D. [D-IL-9]",7/26/18,,,,0,"House - Energy and Commerce, Ways and Means",8/13/18,Referred to the Subcommittee on Health.
H.R. 6573,https://www.congress.gov/bill/115th-congress/house-bill/6573,115th Congress (2017-2018),,To require a determination on designation of the Russian Federation as a state sponsor of terrorism.,"Rep. Coffman, Mike [R-CO-6]",7/26/18,,,,0,House - Foreign Affairs,7/26/18,Referred to the House Committee on Foreign Affairs.
H.R. 6572,https://www.congress.gov/bill/115th-congress/house-bill/6572,115th Congress (2017-2018),,Homeless Veterans Community Care Act of 2018,"Rep. Smith, Christopher H. [R-NJ-4]",7/26/18,,,,1,"House - Veterans' Affairs, Financial Services",7/26/18,"Referred to the Committee on Veterans' Affairs, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6571,https://www.congress.gov/bill/115th-congress/house-bill/6571,115th Congress (2017-2018),,Helping Emergency Responders Overcome Act of 2018,"Rep. Bera, Ami [D-CA-7]",7/26/18,,,,3,"House - Energy and Commerce, Science, Space, and Technology",7/27/18,Referred to the Subcommittee on Health.
H.R. 6570,https://www.congress.gov/bill/115th-congress/house-bill/6570,115th Congress (2017-2018),,Maintaining Commitment on the Korean Peninsula Act,"Rep. Bera, Ami [D-CA-7]",7/26/18,,,,0,House - Intelligence (Permanent),7/26/18,Referred to the House Committee on Intelligence (Permanent Select).
H.R. 6569,https://www.congress.gov/bill/115th-congress/house-bill/6569,115th Congress (2017-2018),,RETILE Act,"Rep. Faso, John J. [R-NY-19]",7/26/18,,,,0,House - Transportation and Infrastructure,7/27/18,Referred to the Subcommittee on Highways and Transit.
H.R. 6568,https://www.congress.gov/bill/115th-congress/house-bill/6568,115th Congress (2017-2018),,Closing the Law Enforcement Consent Loophole Act of 2018,"Rep. Speier, Jackie [D-CA-14]",7/26/18,,,,1,House - Judiciary,10/1/18,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6567,https://www.congress.gov/bill/115th-congress/house-bill/6567,115th Congress (2017-2018),,To amend the Forest and Rangeland Renewable Resources Planning Act of 1974 to modify a provision relating to certain consultation requirements.,"Rep. Gianforte, Greg [R-MT-At Large]",7/26/18,,,,0,"House - Agriculture, Natural Resources",8/16/18,Referred to the Subcommittee on Conservation and Forestry.
H.R. 6566,https://www.congress.gov/bill/115th-congress/house-bill/6566,115th Congress (2017-2018),,Agent Orange Exposure Fairness Act,"Rep. Courtney, Joe [D-CT-2]",7/26/18,,,,2,House - Veterans' Affairs,7/26/18,Referred to the Subcommittee on Disability Assistance and Memorial Affairs.
H.R. 6565,https://www.congress.gov/bill/115th-congress/house-bill/6565,115th Congress (2017-2018),,Emerging Business Encouragement Act of 2018,"Rep. Carson, Andre [D-IN-7]",7/26/18,,,,0,House - Small Business,7/26/18,Referred to the House Committee on Small Business.
H.R. 6564,https://www.congress.gov/bill/115th-congress/house-bill/6564,115th Congress (2017-2018),,Voting Innovation Prize Act of 2018,"Rep. Lujan, Ben Ray [D-NM-3]",7/26/18,,,,9,House - House Administration,7/26/18,Referred to the House Committee on House Administration.
H.R. 6563,https://www.congress.gov/bill/115th-congress/house-bill/6563,115th Congress (2017-2018),,Lower Out-of-Pocket Costs for Seniors Act,"Rep. Pallone, Frank, Jr. [D-NJ-6]",7/26/18,,,,3,"House - Energy and Commerce, Ways and Means",8/9/18,Referred to the Subcommittee on Health.
H.R. 6562,https://www.congress.gov/bill/115th-congress/house-bill/6562,115th Congress (2017-2018),,FORWARD Act of 2018,"Rep. McCarthy, Kevin [R-CA-23]",7/26/18,,,,13,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Health.
H.R. 6561,https://www.congress.gov/bill/115th-congress/house-bill/6561,115th Congress (2017-2018),,Comprehensive Care for Seniors Act of 2018,"Rep. Walorski, Jackie [R-IN-2]",7/26/18,,,,10,"House - Ways and Means, Energy and Commerce | Senate - Finance",9/17/18,Received in the Senate and Read twice and referred to the Committee on Finance.
H.R. 6560,https://www.congress.gov/bill/115th-congress/house-bill/6560,115th Congress (2017-2018),,ChiPACC Act of 2018,"Rep. DeGette, Diana [D-CO-1]",7/26/18,,,,5,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Health.
H.R. 6559,https://www.congress.gov/bill/115th-congress/house-bill/6559,115th Congress (2017-2018),,Social Security Administration Modernization Act of 2018,"Rep. Johnson, Sam [R-TX-3]",7/26/18,,,,1,"House - Ways and Means, Judiciary",8/9/18,Referred to the Subcommittee on Social Security.
H.R. 6558,https://www.congress.gov/bill/115th-congress/house-bill/6558,115th Congress (2017-2018),,NO NOISE Act,"Rep. Rohrabacher, Dana [R-CA-48]",7/26/18,,,,0,House - Transportation and Infrastructure,7/27/18,Referred to the Subcommittee on Aviation.
H.R. 6557,https://www.congress.gov/bill/115th-congress/house-bill/6557,115th Congress (2017-2018),,Inventor Protection Act,"Rep. Rohrabacher, Dana [R-CA-48]",7/26/18,,,,5,House - Judiciary,10/1/18,"Referred to the Subcommittee on Courts, Intellectual Property, and the Internet."
H.R. 6556,https://www.congress.gov/bill/115th-congress/house-bill/6556,115th Congress (2017-2018),,"To designate the facility of the United States Postal Service located at 301 East Third Street in Farmville, Virginia, as the ""Barbara Rose Johns Post Office"".","Rep. Garrett, Thomas A., Jr. [R-VA-5]",7/26/18,,,,3,House - Oversight and Government Reform,7/26/18,Referred to the House Committee on Oversight and Government Reform.
H.R. 6555,https://www.congress.gov/bill/115th-congress/house-bill/6555,115th Congress (2017-2018),,DHS Cybersecurity On-the-Job Training and Employment Apprentice Program Act,"Rep. Jackson Lee, Sheila [D-TX-18]",7/26/18,,,,0,House - Homeland Security,8/14/18,Referred to the Subcommittee on Cybersecurity and Infrastructure Protection.
H.R. 6554,https://www.congress.gov/bill/115th-congress/house-bill/6554,115th Congress (2017-2018),,STEER Act,"Rep. Kustoff, David [R-TN-8]",7/26/18,,,,1,"House - Energy and Commerce, Judiciary",10/1/18,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6553,https://www.congress.gov/bill/115th-congress/house-bill/6553,115th Congress (2017-2018),,"Our Communities, Our Choices Act of 2018","Rep. Olson, Pete [R-TX-22]",7/26/18,,,,3,House - Judiciary,10/1/18,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6552,https://www.congress.gov/bill/115th-congress/house-bill/6552,115th Congress (2017-2018),,Timely Review of Infrastructure Act,"Rep. Olson, Pete [R-TX-22]",7/26/18,,,,7,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Energy.
H.R. 6551,https://www.congress.gov/bill/115th-congress/house-bill/6551,115th Congress (2017-2018),,Telework Metrics and Cost Savings Act,"Rep. Connolly, Gerald E. [D-VA-11]",7/26/18,,,,3,House - Oversight and Government Reform,7/26/18,Referred to the House Committee on Oversight and Government Reform.
H.R. 6550,https://www.congress.gov/bill/115th-congress/house-bill/6550,115th Congress (2017-2018),,FedRAMP Authorization Act,"Rep. Connolly, Gerald E. [D-VA-11]",7/26/18,,,,1,House - Oversight and Government Reform,7/26/18,Referred to the House Committee on Oversight and Government Reform.
H.R. 6549,https://www.congress.gov/bill/115th-congress/house-bill/6549,115th Congress (2017-2018),,Medicaid Estate Recovery Fairness Act of 2018,"Rep. Nolan, Richard M. [D-MN-8]",7/26/18,,,,0,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Health.
H.R. 6548,https://www.congress.gov/bill/115th-congress/house-bill/6548,115th Congress (2017-2018),,Data Broker Accountability and Transparency Act of 2018,"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]",7/26/18,,,,3,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Digital Commerce and Consumer Protection.
H.R. 6547,https://www.congress.gov/bill/115th-congress/house-bill/6547,115th Congress (2017-2018),,APPS Act of 2018,"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]",7/26/18,,,,4,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Digital Commerce and Consumer Protection.
H.R. 6546,https://www.congress.gov/bill/115th-congress/house-bill/6546,115th Congress (2017-2018),,Chetco River Protection Act of 2018,"Rep. DeFazio, Peter A. [D-OR-4]",7/26/18,,,,3,House - Natural Resources,8/10/18,Referred to the Subcommittee on Energy and Mineral Resources.
H.R. 6545,https://www.congress.gov/bill/115th-congress/house-bill/6545,115th Congress (2017-2018),,Violence Against Women Reauthorization Act of 2018,"Rep. Jackson Lee, Sheila [D-TX-18]",7/26/18,,,,181,"House - Judiciary, Energy and Commerce, Financial Services, Ways and Means, Natural Resources, Education and the Workforce",9/19/18,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6544,https://www.congress.gov/bill/115th-congress/house-bill/6544,115th Congress (2017-2018),,The Employee Rights Act of 2018,"Rep. Roe, David P. [R-TN-1]",7/26/18,,,,10,House - Education and the Workforce,7/26/18,Referred to the House Committee on Education and the Workforce.
H.R. 6543,https://www.congress.gov/bill/115th-congress/house-bill/6543,115th Congress (2017-2018),,Aim Higher Act,"Rep. Scott, Robert C. ""Bobby"" [D-VA-3]",7/26/18,,,,86,House - Education and the Workforce,7/26/18,Referred to the House Committee on Education and the Workforce.
H.R. 6542,https://www.congress.gov/bill/115th-congress/house-bill/6542,115th Congress (2017-2018),,Restoring Tax Credits for Affordable Housing Act,"Rep. Clyburn, James E. [D-SC-6]",7/26/18,,,,24,House - Ways and Means,7/26/18,Referred to the House Committee on Ways and Means.
H.R. 6541,https://www.congress.gov/bill/115th-congress/house-bill/6541,115th Congress (2017-2018),,Local Control of School Lunch Act,"Rep. Hartzler, Vicky [R-MO-4]",7/26/18,,,,1,House - Education and the Workforce,7/26/18,Referred to the House Committee on Education and the Workforce.
H.R. 6540,https://www.congress.gov/bill/115th-congress/house-bill/6540,115th Congress (2017-2018),,Retirement Savings Lost and Found Act of 2018,"Rep. Bonamici, Suzanne [D-OR-1]",7/26/18,,,,3,"House - Ways and Means, Education and the Workforce",7/26/18,"Referred to the Committee on Ways and Means, and in addition to the Committee on Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6539,https://www.congress.gov/bill/115th-congress/house-bill/6539,115th Congress (2017-2018),,Veterans Health Care Staffing Improvement Act,"Rep. DeFazio, Peter A. [D-OR-4]",7/26/18,,,,0,"House - Veterans' Affairs, Armed Services",7/27/18,Referred to the Subcommittee on Military Personnel.
H.R. 6538,https://www.congress.gov/bill/115th-congress/house-bill/6538,115th Congress (2017-2018),,Renewable Energy Certainty Act,"Rep. Welch, Peter [D-VT-At Large]",7/25/18,,,,1,"House - Energy and Commerce, Oversight and Government Reform",7/27/18,Referred to the Subcommittee on Energy.
H.R. 6537,https://www.congress.gov/bill/115th-congress/house-bill/6537,115th Congress (2017-2018),,Education Department Civil Rights Transparency Act,"Rep. Waters, Maxine [D-CA-43]",7/25/18,,,,22,House - Education and the Workforce,7/25/18,Referred to the House Committee on Education and the Workforce.
H.R. 6536,https://www.congress.gov/bill/115th-congress/house-bill/6536,115th Congress (2017-2018),,Workforce for an Expanding Economy Act,"Rep. Smucker, Lloyd [R-PA-16]",7/25/18,,,,1,"House - Judiciary, Ways and Means, Oversight and Government Reform",10/1/18,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6535,https://www.congress.gov/bill/115th-congress/house-bill/6535,115th Congress (2017-2018),,Campus Prevention and Recovery Services for Students Act of 2018,"Rep. Shea-Porter, Carol [D-NH-1]",7/25/18,,,,0,House - Education and the Workforce,7/25/18,Referred to the House Committee on Education and the Workforce.
H.R. 6534,https://www.congress.gov/bill/115th-congress/house-bill/6534,115th Congress (2017-2018),,Stop Outsourcing Security Act,"Rep. Schakowsky, Janice D. [D-IL-9]",7/25/18,,,,17,"House - Foreign Affairs, Armed Services, Intelligence (Permanent)",7/25/18,"Referred to the Committee on Foreign Affairs, and in addition to the Committees on Armed Services, and Intelligence (Permanent Select), for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6533,https://www.congress.gov/bill/115th-congress/house-bill/6533,115th Congress (2017-2018),,CLEAN Politics Act of 2018,"Rep. Sarbanes, John P. [D-MD-3]",7/25/18,,,,2,"House - House Administration, Judiciary",10/1/18,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 6532,https://www.congress.gov/bill/115th-congress/house-bill/6532,115th Congress (2017-2018),,Making DI Work For All Americans Act of 2018,"Rep. Rokita, Todd [R-IN-4]",7/25/18,,,,1,"House - Ways and Means, Oversight and Government Reform",8/9/18,Referred to the Subcommittee on Social Security.
H.R. 6531,https://www.congress.gov/bill/115th-congress/house-bill/6531,115th Congress (2017-2018),,Online Credit Card Disclosure Act of 2018,"Rep. Price, David E. [D-NC-4]",7/25/18,,,,6,House - Financial Services,7/25/18,Referred to the House Committee on Financial Services.
H.R. 6530,https://www.congress.gov/bill/115th-congress/house-bill/6530,115th Congress (2017-2018),,No NATO Withdrawal Act,"Rep. Panetta, Jimmy [D-CA-20]",7/25/18,,,,11,"House - Foreign Affairs, Armed Services",7/25/18,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6529,https://www.congress.gov/bill/115th-congress/house-bill/6529,115th Congress (2017-2018),,To prohibit the use of Federal funds by the Department of Health and Human Services to award a grant to study cigar flavors.,"Rep. Norman, Ralph [R-SC-5]",7/25/18,,,,0,"House - Energy and Commerce, Ways and Means, Education and the Workforce, Natural Resources",8/9/18,Referred to the Subcommittee on Health.
H.R. 6528,https://www.congress.gov/bill/115th-congress/house-bill/6528,115th Congress (2017-2018),,"To amend the Magnuson-Stevens Fishery Conservation and Management Act to provide fisheries disaster relief for commercial fishery failures that are due to certain tariffs imposed by other countries, and for other purposes.","Rep. Moulton, Seth [D-MA-6]",7/25/18,,,,6,House - Natural Resources,8/9/18,"Referred to the Subcommittee on Water, Power and Oceans."
H.R. 6527,https://www.congress.gov/bill/115th-congress/house-bill/6527,115th Congress (2017-2018),,Funding Attorneys for Indigent Removal (FAIR) Proceedings Act,"Rep. McEachin, A. Donald [D-VA-4]",7/25/18,,,,55,House - Judiciary,10/1/18,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6526,https://www.congress.gov/bill/115th-congress/house-bill/6526,115th Congress (2017-2018),,RURAL Act,"Rep. Loebsack, David [D-IA-2]",7/25/18,,,,0,"House - Education and the Workforce, Ways and Means",7/25/18,"Referred to the Committee on Education and the Workforce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6525,https://www.congress.gov/bill/115th-congress/house-bill/6525,115th Congress (2017-2018),,Higher Education Dream Act of 2018,"Rep. Lewis, John [D-GA-5]",7/25/18,,,,39,"House - Education and the Workforce, Judiciary",10/1/18,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6524,https://www.congress.gov/bill/115th-congress/house-bill/6524,115th Congress (2017-2018),,Accelerating Kids' Access to Care Act,"Rep. Kennedy, Joseph P., III [D-MA-4]",7/25/18,,,,4,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Health.
H.R. 6523,https://www.congress.gov/bill/115th-congress/house-bill/6523,115th Congress (2017-2018),,Defending Quality Postal Delivery for the Future Act,"Rep. Grijalva, Raul M. [D-AZ-3]",7/25/18,,,,1,House - Oversight and Government Reform,7/25/18,Referred to the House Committee on Oversight and Government Reform.
H.R. 6522,https://www.congress.gov/bill/115th-congress/house-bill/6522,115th Congress (2017-2018),,Santa Cruz Valley National Heritage Area Act,"Rep. Grijalva, Raul M. [D-AZ-3]",7/25/18,,,,0,House - Natural Resources,8/8/18,Referred to the Subcommittee on Federal Lands.
H.R. 6521,https://www.congress.gov/bill/115th-congress/house-bill/6521,115th Congress (2017-2018),,Great Bend of the Gila National Monument Establishment Act,"Rep. Grijalva, Raul M. [D-AZ-3]",7/25/18,,,,0,House - Natural Resources,8/8/18,Referred to the Subcommittee on Federal Lands.
H.R. 6520,https://www.congress.gov/bill/115th-congress/house-bill/6520,115th Congress (2017-2018),,Arizona Sonoran Desert Heritage Act of 2018,"Rep. Grijalva, Raul M. [D-AZ-3]",7/25/18,,,,0,House - Natural Resources,8/7/18,Referred to the Subcommittee on Federal Lands.
H.R. 6519,https://www.congress.gov/bill/115th-congress/house-bill/6519,115th Congress (2017-2018),,Southern Arizona Public Lands Protection Act of 2018,"Rep. Grijalva, Raul M. [D-AZ-3]",7/25/18,,,,0,House - Natural Resources,8/8/18,Referred to the Subcommittee on Energy and Mineral Resources.
H.R. 6518,https://www.congress.gov/bill/115th-congress/house-bill/6518,115th Congress (2017-2018),,Miranda's Law,"Rep. Gottheimer, Josh [D-NJ-5]",7/25/18,,,,7,House - Transportation and Infrastructure,7/26/18,Referred to the Subcommittee on Highways and Transit.
H.R. 6517,https://www.congress.gov/bill/115th-congress/house-bill/6517,115th Congress (2017-2018),,Fairness in Liver Allocation Act of 2018,"Rep. Engel, Eliot L. [D-NY-16]",7/25/18,,,,27,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Health.
H.R. 6516,https://www.congress.gov/bill/115th-congress/house-bill/6516,115th Congress (2017-2018),,Stop Child Summer Hunger Act of 2018,"Rep. Davis, Susan A. [D-CA-53]",7/25/18,,,,0,House - Education and the Workforce,7/25/18,Referred to the House Committee on Education and the Workforce.
H.R. 6515,https://www.congress.gov/bill/115th-congress/house-bill/6515,115th Congress (2017-2018),,Occupational Licensing Board Antitrust Damages Relief and Reform Act of 2018,"Rep. Conaway, K. Michael [R-TX-11]",7/25/18,,,,1,"House - Judiciary, Education and the Workforce",10/1/18,"Referred to the Subcommittee on Regulatory Reform, Commercial And Antitrust Law."
H.R. 6514,https://www.congress.gov/bill/115th-congress/house-bill/6514,115th Congress (2017-2018),,Streamlining Small Disadvantaged Businesses Act,"Rep. Clarke, Yvette D. [D-NY-9]",7/25/18,,,,3,House - Small Business,7/25/18,Referred to the House Committee on Small Business.
H.R. 6513,https://www.congress.gov/bill/115th-congress/house-bill/6513,115th Congress (2017-2018),,"To designate the facility of the United States Postal Service located at 1110 West Market Street in Athens, Alabama, as the ""Judge James E. Horton, Jr. Post Office Building"".","Rep. Brooks, Mo [R-AL-5]",7/25/18,,,,6,House - Oversight and Government Reform,12/21/18,Became Public Law No: 115-375.
H.R. 6512,https://www.congress.gov/bill/115th-congress/house-bill/6512,115th Congress (2017-2018),,PROTECT KIDS Act,"Rep. Bilirakis, Gus M. [R-FL-12]",7/25/18,,,,1,"House - Education and the Workforce, Judiciary",10/1/18,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6511,https://www.congress.gov/bill/115th-congress/house-bill/6511,115th Congress (2017-2018),,Strategic Petroleum Reserve Reform Act,"Rep. Barton, Joe [R-TX-6]",7/25/18,,,,1,House - Energy and Commerce | Senate - Energy and Natural Resources,11/29/18,Committee on Energy and Natural Resources Subcommittee on Energy. Hearings held.
